event_id,user_id,event_time,event_name,product_id,session_id
104,19,2025-02-08 23:03:14,checkout,150.0,session_19_4
105,19,2025-02-08 23:11:15,purchase,150.0,session_19_4
106,20,2025-01-19 07:12:00,visit,,session_20_1
107,20,2025-02-06 19:15:00,visit,,session_20_2
108,20,2025-02-06 19:15:43,view_product,494.0,session_20_2
109,20,2025-02-06 19:18:54,add_to_cart,494.0,session_20_2
110,23,2025-04-16 06:21:00,visit,,session_23_1
111,23,2025-04-16 06:21:10,view_product,22.0,session_23_1
112,23,2025-04-16 06:25:31,add_to_cart,22.0,session_23_1
113,23,2025-04-16 06:29:22,checkout,22.0,session_23_1
114,23,2025-04-16 06:37:02,purchase,22.0,session_23_1
115,23,2025-04-25 12:29:00,visit,,session_23_2
116,23,2025-04-25 12:31:05,view_product,221.0,session_23_2
117,23,2025-04-25 12:34:25,add_to_cart,221.0,session_23_2
118,23,2025-04-25 12:37:40,checkout,221.0,session_23_2
119,23,2025-04-25 12:38:24,purchase,221.0,session_23_2
120,25,2025-01-13 03:23:00,visit,,session_25_1
121,25,2025-01-21 09:47:00,visit,,session_25_2
122,25,2025-01-21 09:48:52,view_product,87.0,session_25_2
123,25,2025-02-03 10:14:00,visit,,session_25_3
124,25,2025-02-03 10:16:12,view_product,21.0,session_25_3
125,25,2025-02-03 10:18:04,add_to_cart,21.0,session_25_3
126,25,2025-02-03 10:22:27,checkout,21.0,session_25_3
127,25,2025-02-03 10:30:45,purchase,21.0,session_25_3
128,25,2025-02-16 11:21:00,visit,,session_25_4
129,25,2025-02-16 11:21:48,view_product,158.0,session_25_4
130,25,2025-02-16 11:26:33,add_to_cart,158.0,session_25_4
131,25,2025-02-16 11:29:16,checkout,158.0,session_25_4
132,25,2025-02-16 11:37:03,purchase,158.0,session_25_4
133,25,2025-02-25 20:26:00,visit,,session_25_5
134,25,2025-02-25 20:27:32,view_product,443.0,session_25_5
135,25,2025-02-25 20:30:59,add_to_cart,443.0,session_25_5
136,27,2025-02-09 21:20:00,visit,,session_27_1
137,27,2025-02-09 21:22:31,view_product,362.0,session_27_1
138,28,2025-05-20 04:28:00,visit,,session_28_1
139,29,2025-05-10 08:21:00,visit,,session_29_1
140,29,2025-05-10 08:21:34,view_product,281.0,session_29_1
141,29,2025-05-10 08:25:05,add_to_cart,281.0,session_29_1
142,29,2025-05-21 14:44:00,visit,,session_29_2
143,29,2025-05-21 14:45:11,view_product,55.0,session_29_2
144,31,2025-04-23 17:15:00,visit,,session_31_1
145,31,2025-04-23 17:17:25,view_product,56.0,session_31_1
146,31,2025-04-23 17:21:42,add_to_cart,56.0,session_31_1
147,31,2025-04-23 17:24:11,checkout,56.0,session_31_1
148,31,2025-04-23 17:26:05,purchase,56.0,session_31_1
149,32,2025-03-26 17:53:00,visit,,session_32_1
150,32,2025-03-26 17:55:16,view_product,371.0,session_32_1
151,32,2025-03-26 17:56:59,add_to_cart,371.0,session_32_1
152,32,2025-04-02 04:22:00,visit,,session_32_2
153,32,2025-04-02 04:24:23,view_product,255.0,session_32_2
154,33,2025-02-13 09:56:00,visit,,session_33_1
155,33,2025-02-13 09:58:56,view_product,345.0,session_33_1
156,33,2025-02-17 11:28:00,visit,,session_33_2
157,33,2025-02-17 11:29:16,view_product,438.0,session_33_2
158,33,2025-03-09 17:23:00,visit,,session_33_3
159,33,2025-03-09 17:23:35,view_product,318.0,session_33_3
160,33,2025-03-09 17:25:45,add_to_cart,318.0,session_33_3
161,33,2025-03-09 17:28:48,checkout,318.0,session_33_3
162,33,2025-03-09 17:31:22,purchase,318.0,session_33_3
163,34,2025-04-05 19:02:00,visit,,session_34_1
164,34,2025-04-05 19:03:33,view_product,71.0,session_34_1
165,34,2025-04-05 19:04:14,add_to_cart,71.0,session_34_1
166,35,2025-05-02 03:32:00,visit,,session_35_1
167,35,2025-05-02 03:32:26,view_product,363.0,session_35_1
168,36,2025-02-27 09:36:00,visit,,session_36_1
169,36,2025-02-27 09:36:51,view_product,442.0,session_36_1
170,36,2025-02-27 09:38:13,add_to_cart,442.0,session_36_1
171,36,2025-03-10 03:27:00,visit,,session_36_2
172,36,2025-03-24 09:46:00,visit,,session_36_3
173,36,2025-03-24 09:46:41,view_product,328.0,session_36_3
174,37,2025-06-10 07:34:00,visit,,session_37_1
175,38,2025-06-19 19:44:00,visit,,session_38_1
176,39,2025-01-03 01:17:00,visit,,session_39_1
177,39,2025-01-03 01:17:39,view_product,120.0,session_39_1
178,39,2025-01-18 11:39:00,visit,,session_39_2
179,39,2025-01-18 11:39:27,view_product,173.0,session_39_2
180,39,2025-01-18 11:42:27,add_to_cart,173.0,session_39_2
181,39,2025-01-18 11:44:43,checkout,173.0,session_39_2
182,39,2025-01-18 11:50:37,purchase,173.0,session_39_2
183,39,2025-01-23 11:23:00,visit,,session_39_3
184,39,2025-01-23 11:25:59,view_product,458.0,session_39_3
185,39,2025-01-23 11:26:56,add_to_cart,458.0,session_39_3
186,41,2025-06-20 14:33:00,visit,,session_41_1
187,41,2025-06-20 14:34:25,view_product,440.0,session_41_1
188,41,2025-06-20 14:37:58,add_to_cart,440.0,session_41_1
189,42,2025-02-08 17:16:00,visit,,session_42_1
190,42,2025-02-08 17:18:03,view_product,242.0,session_42_1
191,42,2025-02-08 17:20:20,add_to_cart,242.0,session_42_1
192,42,2025-02-08 17:22:15,checkout,242.0,session_42_1
193,42,2025-02-08 17:31:22,purchase,242.0,session_42_1
194,42,2025-03-01 20:31:00,visit,,session_42_2
195,42,2025-03-01 20:33:45,view_product,449.0,session_42_2
196,42,2025-03-01 20:37:58,add_to_cart,449.0,session_42_2
197,43,2025-05-19 07:58:00,visit,,session_43_1
198,43,2025-05-19 07:59:56,view_product,165.0,session_43_1
199,43,2025-05-19 08:03:02,add_to_cart,165.0,session_43_1
200,43,2025-05-19 08:04:12,checkout,165.0,session_43_1
201,43,2025-05-19 08:07:31,purchase,165.0,session_43_1
202,44,2025-03-31 03:28:00,visit,,session_44_1
203,44,2025-03-31 03:29:02,view_product,162.0,session_44_1
204,45,2025-03-09 11:04:00,visit,,session_45_1
205,45,2025-03-09 11:06:00,view_product,54.0,session_45_1
206,45,2025-03-13 22:12:00,visit,,session_45_2
207,45,2025-03-13 22:14:59,view_product,361.0,session_45_2
208,45,2025-03-13 22:15:59,add_to_cart,361.0,session_45_2
209,45,2025-03-13 22:17:15,checkout,361.0,session_45_2
210,45,2025-03-13 22:23:21,purchase,361.0,session_45_2
211,45,2025-04-01 23:14:00,visit,,session_45_3
212,45,2025-04-01 23:14:49,view_product,267.0,session_45_3
213,47,2025-02-07 09:12:00,visit,,session_47_1
214,47,2025-02-07 09:13:39,view_product,372.0,session_47_1
215,47,2025-02-07 09:18:20,add_to_cart,372.0,session_47_1
216,47,2025-02-15 01:02:00,visit,,session_47_2
217,47,2025-02-15 01:02:47,view_product,387.0,session_47_2
218,47,2025-02-15 01:04:34,add_to_cart,387.0,session_47_2
219,47,2025-02-15 01:08:28,checkout,387.0,session_47_2
220,47,2025-02-15 01:16:35,purchase,387.0,session_47_2
221,47,2025-02-28 13:59:00,visit,,session_47_3
222,47,2025-02-28 13:59:36,view_product,175.0,session_47_3
223,47,2025-02-28 14:01:30,add_to_cart,175.0,session_47_3
224,47,2025-02-28 14:04:17,checkout,175.0,session_47_3
225,48,2025-02-14 05:20:00,visit,,session_48_1
226,48,2025-02-14 05:22:02,view_product,238.0,session_48_1
227,48,2025-02-14 05:23:40,add_to_cart,238.0,session_48_1
228,48,2025-02-14 05:24:37,checkout,238.0,session_48_1
229,48,2025-02-14 05:30:38,purchase,238.0,session_48_1
230,49,2025-06-12 01:57:00,visit,,session_49_1
231,49,2025-06-12 01:59:10,view_product,442.0,session_49_1
232,49,2025-06-12 02:01:18,add_to_cart,442.0,session_49_1
233,50,2025-03-07 09:13:00,visit,,session_50_1
234,50,2025-03-14 03:33:00,visit,,session_50_2
235,50,2025-03-14 03:35:25,view_product,46.0,session_50_2
236,50,2025-03-25 19:22:00,visit,,session_50_3
237,50,2025-03-25 19:22:36,view_product,250.0,session_50_3
238,50,2025-04-11 19:05:00,visit,,session_50_4
239,50,2025-04-11 19:07:10,view_product,408.0,session_50_4
240,52,2025-01-20 01:22:00,visit,,session_52_1
241,52,2025-01-20 01:22:11,view_product,433.0,session_52_1
242,52,2025-01-20 01:22:42,add_to_cart,433.0,session_52_1
243,52,2025-01-23 08:00:00,visit,,session_52_2
244,52,2025-01-23 08:02:45,view_product,462.0,session_52_2
245,53,2025-03-18 22:59:00,visit,,session_53_1
246,53,2025-03-18 22:59:47,view_product,88.0,session_53_1
247,53,2025-03-18 23:00:42,add_to_cart,88.0,session_53_1
248,53,2025-03-18 23:02:42,checkout,88.0,session_53_1
249,53,2025-03-18 23:07:33,purchase,88.0,session_53_1
250,53,2025-04-06 00:55:00,visit,,session_53_2
251,53,2025-04-06 00:57:31,view_product,86.0,session_53_2
252,53,2025-04-06 01:01:05,add_to_cart,86.0,session_53_2
253,53,2025-04-06 01:02:26,checkout,86.0,session_53_2
254,53,2025-04-06 01:09:06,purchase,86.0,session_53_2
255,54,2025-01-22 00:55:00,visit,,session_54_1
256,54,2025-02-11 13:39:00,visit,,session_54_2
257,54,2025-02-11 13:41:02,view_product,456.0,session_54_2
258,54,2025-02-11 13:43:32,add_to_cart,456.0,session_54_2
259,54,2025-02-11 13:45:17,checkout,456.0,session_54_2
260,54,2025-02-11 13:50:15,purchase,456.0,session_54_2
261,55,2025-03-14 03:27:00,visit,,session_55_1
262,55,2025-03-14 03:29:59,view_product,3.0,session_55_1
263,55,2025-03-14 03:30:50,add_to_cart,3.0,session_55_1
264,55,2025-03-14 03:31:47,checkout,3.0,session_55_1
265,55,2025-03-14 03:39:43,purchase,3.0,session_55_1
266,56,2025-06-17 22:40:00,visit,,session_56_1
267,56,2025-06-17 22:42:58,view_product,431.0,session_56_1
268,57,2025-03-15 18:55:00,visit,,session_57_1
269,57,2025-03-15 18:56:02,view_product,420.0,session_57_1
270,57,2025-03-15 18:58:53,add_to_cart,420.0,session_57_1
271,57,2025-03-15 19:03:40,checkout,420.0,session_57_1
272,57,2025-03-15 19:04:47,purchase,420.0,session_57_1
273,58,2025-04-28 20:17:00,visit,,session_58_1
274,58,2025-04-28 20:17:39,view_product,385.0,session_58_1
275,58,2025-05-09 08:44:00,visit,,session_58_2
276,58,2025-05-09 08:45:59,view_product,117.0,session_58_2
277,58,2025-05-27 12:24:00,visit,,session_58_3
278,58,2025-05-27 12:25:20,view_product,467.0,session_58_3
279,58,2025-05-27 12:28:39,add_to_cart,467.0,session_58_3
280,58,2025-05-27 12:32:42,checkout,467.0,session_58_3
281,58,2025-05-27 12:37:06,purchase,467.0,session_58_3
282,58,2025-06-14 09:59:00,visit,,session_58_4
283,58,2025-06-14 10:01:29,view_product,343.0,session_58_4
284,60,2025-06-20 06:46:00,visit,,session_60_1
285,60,2025-06-20 06:46:36,view_product,99.0,session_60_1
286,60,2025-06-20 06:49:05,add_to_cart,99.0,session_60_1
287,61,2025-01-12 00:46:00,visit,,session_61_1
288,61,2025-01-12 00:46:48,view_product,410.0,session_61_1
289,62,2025-05-25 20:18:00,visit,,session_62_1
290,62,2025-06-11 05:40:00,visit,,session_62_2
291,62,2025-06-11 05:40:19,view_product,250.0,session_62_2
292,62,2025-06-11 05:44:36,add_to_cart,250.0,session_62_2
293,62,2025-06-11 05:48:09,checkout,250.0,session_62_2
294,62,2025-06-11 05:48:43,purchase,250.0,session_62_2
295,63,2025-04-03 04:56:00,visit,,session_63_1
296,63,2025-04-03 04:56:15,view_product,442.0,session_63_1
297,63,2025-04-03 04:58:46,add_to_cart,442.0,session_63_1
298,63,2025-04-03 05:00:32,checkout,442.0,session_63_1
299,63,2025-04-03 05:04:10,purchase,442.0,session_63_1
300,63,2025-04-20 05:01:00,visit,,session_63_2
301,63,2025-04-20 05:02:42,view_product,105.0,session_63_2
302,63,2025-04-20 05:05:49,add_to_cart,105.0,session_63_2
303,63,2025-04-20 05:06:44,checkout,105.0,session_63_2
304,63,2025-04-20 05:07:42,purchase,105.0,session_63_2
305,63,2025-05-03 16:21:00,visit,,session_63_3
306,63,2025-05-03 16:22:19,view_product,25.0,session_63_3
307,64,2025-04-18 02:55:00,visit,,session_64_1
308,64,2025-04-18 02:57:12,view_product,477.0,session_64_1
309,64,2025-04-18 02:58:12,add_to_cart,477.0,session_64_1
310,64,2025-04-29 09:47:00,visit,,session_64_2
311,64,2025-04-29 09:48:16,view_product,120.0,session_64_2
312,64,2025-04-29 09:50:57,add_to_cart,120.0,session_64_2
313,64,2025-04-29 09:52:54,checkout,120.0,session_64_2
314,64,2025-04-29 10:01:32,purchase,120.0,session_64_2
315,65,2025-02-01 13:48:00,visit,,session_65_1
316,65,2025-02-01 13:49:25,view_product,372.0,session_65_1
317,65,2025-02-01 13:54:01,add_to_cart,372.0,session_65_1
318,65,2025-02-01 13:56:57,checkout,372.0,session_65_1
319,65,2025-02-01 13:57:59,purchase,372.0,session_65_1
320,67,2025-03-29 08:59:00,visit,,session_67_1
321,67,2025-03-29 09:01:14,view_product,295.0,session_67_1
322,68,2025-01-19 12:45:00,visit,,session_68_1
323,68,2025-02-06 07:39:00,visit,,session_68_2
324,68,2025-02-06 07:40:47,view_product,478.0,session_68_2
325,68,2025-02-06 07:44:12,add_to_cart,478.0,session_68_2
326,68,2025-02-06 07:48:11,checkout,478.0,session_68_2
327,68,2025-02-14 22:40:00,visit,,session_68_3
328,69,2025-04-19 10:46:00,visit,,session_69_1
329,69,2025-04-19 10:48:17,view_product,142.0,session_69_1
330,70,2025-03-01 06:51:00,visit,,session_70_1
331,70,2025-03-18 14:24:00,visit,,session_70_2
332,70,2025-03-24 16:25:00,visit,,session_70_3
333,70,2025-03-24 16:26:31,view_product,23.0,session_70_3
334,70,2025-03-24 16:27:38,add_to_cart,23.0,session_70_3
335,70,2025-03-24 16:31:00,checkout,23.0,session_70_3
336,70,2025-03-24 16:38:34,purchase,23.0,session_70_3
337,70,2025-04-06 00:13:00,visit,,session_70_4
338,70,2025-04-06 00:15:24,view_product,211.0,session_70_4
339,71,2025-06-12 17:38:00,visit,,session_71_1
340,72,2025-05-06 23:51:00,visit,,session_72_1
341,72,2025-05-06 23:53:28,view_product,9.0,session_72_1
342,72,2025-05-11 04:15:00,visit,,session_72_2
343,72,2025-05-11 04:17:12,view_product,232.0,session_72_2
344,72,2025-05-11 04:18:53,add_to_cart,232.0,session_72_2
345,72,2025-05-11 04:19:50,checkout,232.0,session_72_2
346,72,2025-05-11 04:26:55,purchase,232.0,session_72_2
347,74,2025-06-28 09:53:00,visit,,session_74_1
348,74,2025-06-28 09:54:22,view_product,58.0,session_74_1
349,74,2025-06-28 09:57:21,add_to_cart,58.0,session_74_1
350,74,2025-06-28 10:01:25,checkout,58.0,session_74_1
351,74,2025-06-28 10:03:09,purchase,58.0,session_74_1
352,77,2025-05-07 03:53:00,visit,,session_77_1
353,77,2025-05-07 03:53:41,view_product,15.0,session_77_1
354,78,2025-02-07 13:03:00,visit,,session_78_1
355,78,2025-02-07 13:04:25,view_product,449.0,session_78_1
356,79,2025-05-17 01:48:00,visit,,session_79_1
357,79,2025-05-17 01:50:13,view_product,212.0,session_79_1
358,79,2025-06-05 03:03:00,visit,,session_79_2
359,79,2025-06-05 03:04:20,view_product,201.0,session_79_2
360,80,2025-01-28 02:33:00,visit,,session_80_1
361,80,2025-01-28 02:34:18,view_product,436.0,session_80_1
362,81,2025-01-12 09:43:00,visit,,session_81_1
363,81,2025-01-12 09:43:10,view_product,310.0,session_81_1
364,81,2025-01-12 09:45:53,add_to_cart,310.0,session_81_1
365,81,2025-01-15 10:26:00,visit,,session_81_2
366,82,2025-05-12 01:56:00,visit,,session_82_1
367,82,2025-05-12 01:58:27,view_product,175.0,session_82_1
368,83,2025-02-28 03:19:00,visit,,session_83_1
369,83,2025-02-28 03:20:12,view_product,280.0,session_83_1
370,83,2025-02-28 03:20:59,add_to_cart,280.0,session_83_1
371,83,2025-02-28 03:23:37,checkout,280.0,session_83_1
372,83,2025-02-28 03:27:32,purchase,280.0,session_83_1
373,83,2025-03-15 01:56:00,visit,,session_83_2
374,83,2025-03-15 01:57:07,view_product,220.0,session_83_2
375,85,2025-03-12 09:16:00,visit,,session_85_1
376,85,2025-03-28 18:07:00,visit,,session_85_2
377,85,2025-03-28 18:07:38,view_product,420.0,session_85_2
378,85,2025-03-28 18:11:16,add_to_cart,420.0,session_85_2
379,85,2025-03-28 18:13:35,checkout,420.0,session_85_2
380,85,2025-04-19 04:15:00,visit,,session_85_3
381,85,2025-04-19 04:15:28,view_product,201.0,session_85_3
382,86,2025-01-30 17:21:00,visit,,session_86_1
383,86,2025-01-30 17:22:37,view_product,395.0,session_86_1
384,86,2025-01-30 17:24:08,add_to_cart,395.0,session_86_1
385,86,2025-01-30 17:27:39,checkout,395.0,session_86_1
386,87,2025-06-17 00:07:00,visit,,session_87_1
387,87,2025-06-17 00:07:43,view_product,106.0,session_87_1
388,87,2025-06-17 00:09:05,add_to_cart,106.0,session_87_1
389,87,2025-06-17 00:13:27,checkout,106.0,session_87_1
390,87,2025-06-17 00:18:00,purchase,106.0,session_87_1
391,88,2025-02-22 22:26:00,visit,,session_88_1
392,89,2025-06-18 11:55:00,visit,,session_89_1
393,89,2025-06-18 11:55:13,view_product,93.0,session_89_1
394,89,2025-06-18 11:58:51,add_to_cart,93.0,session_89_1
395,90,2025-01-27 20:46:00,visit,,session_90_1
396,90,2025-01-27 20:47:24,view_product,167.0,session_90_1
397,90,2025-01-27 20:49:35,add_to_cart,167.0,session_90_1
398,90,2025-02-11 09:55:00,visit,,session_90_2
399,90,2025-02-11 09:55:45,view_product,253.0,session_90_2
400,90,2025-02-11 10:00:32,add_to_cart,253.0,session_90_2
401,90,2025-03-01 05:22:00,visit,,session_90_3
402,90,2025-03-01 05:24:00,view_product,362.0,session_90_3
403,90,2025-03-12 07:40:00,visit,,session_90_4
404,91,2025-03-16 04:46:00,visit,,session_91_1
405,91,2025-03-16 04:47:18,view_product,449.0,session_91_1
406,92,2025-02-23 06:26:00,visit,,session_92_1
407,92,2025-03-03 08:37:00,visit,,session_92_2
408,92,2025-03-03 08:37:13,view_product,9.0,session_92_2
409,93,2025-04-06 12:22:00,visit,,session_93_1
410,93,2025-04-11 04:15:00,visit,,session_93_2
411,93,2025-04-11 04:15:37,view_product,214.0,session_93_2
412,93,2025-04-11 04:16:35,add_to_cart,214.0,session_93_2
413,94,2025-05-04 14:36:00,visit,,session_94_1
414,94,2025-05-04 14:36:29,view_product,418.0,session_94_1
415,94,2025-05-04 14:38:06,add_to_cart,418.0,session_94_1
416,94,2025-05-04 14:38:43,checkout,418.0,session_94_1
417,94,2025-05-04 14:39:41,purchase,418.0,session_94_1
418,94,2025-05-17 21:05:00,visit,,session_94_2
419,94,2025-05-17 21:07:03,view_product,4.0,session_94_2
420,94,2025-05-17 21:08:46,add_to_cart,4.0,session_94_2
421,94,2025-05-17 21:11:08,checkout,4.0,session_94_2
422,94,2025-05-17 21:17:52,purchase,4.0,session_94_2
423,95,2025-06-12 23:53:00,visit,,session_95_1
424,95,2025-06-12 23:54:01,view_product,16.0,session_95_1
425,95,2025-06-12 23:54:33,add_to_cart,16.0,session_95_1
426,95,2025-06-12 23:56:35,checkout,16.0,session_95_1
427,95,2025-06-13 00:03:02,purchase,16.0,session_95_1
428,98,2025-03-14 01:03:00,visit,,session_98_1
429,99,2025-03-10 04:11:00,visit,,session_99_1
430,99,2025-03-26 08:23:00,visit,,session_99_2
431,99,2025-03-26 08:25:18,view_product,10.0,session_99_2
432,100,2025-02-13 18:40:00,visit,,session_100_1
433,101,2025-05-12 14:21:00,visit,,session_101_1
434,102,2025-02-24 21:35:00,visit,,session_102_1
435,102,2025-02-24 21:37:51,view_product,279.0,session_102_1
436,102,2025-03-01 21:43:00,visit,,session_102_2
437,102,2025-03-01 21:43:51,view_product,424.0,session_102_2
438,102,2025-03-01 21:48:40,add_to_cart,424.0,session_102_2
439,102,2025-03-01 21:53:04,checkout,424.0,session_102_2
440,102,2025-03-01 21:55:13,purchase,424.0,session_102_2
441,102,2025-03-13 18:38:00,visit,,session_102_3
442,103,2025-05-18 23:46:00,visit,,session_103_1
443,103,2025-05-18 23:46:38,view_product,198.0,session_103_1
444,103,2025-05-18 23:49:32,add_to_cart,198.0,session_103_1
445,104,2025-05-20 20:50:00,visit,,session_104_1
446,104,2025-05-20 20:51:36,view_product,65.0,session_104_1
447,104,2025-05-20 20:54:36,add_to_cart,65.0,session_104_1
448,104,2025-06-03 05:44:00,visit,,session_104_2
449,104,2025-06-03 05:46:09,view_product,144.0,session_104_2
450,104,2025-06-03 05:48:58,add_to_cart,144.0,session_104_2
451,104,2025-06-03 05:53:05,checkout,144.0,session_104_2
452,104,2025-06-03 05:58:16,purchase,144.0,session_104_2
453,105,2025-05-07 16:11:00,visit,,session_105_1
454,105,2025-05-07 16:13:35,view_product,18.0,session_105_1
455,105,2025-05-07 16:15:01,add_to_cart,18.0,session_105_1
456,105,2025-05-07 16:17:22,checkout,18.0,session_105_1
457,105,2025-05-24 09:08:00,visit,,session_105_2
458,105,2025-05-24 09:08:19,view_product,341.0,session_105_2
459,105,2025-05-24 09:11:50,add_to_cart,341.0,session_105_2
460,105,2025-05-24 09:15:22,checkout,341.0,session_105_2
461,105,2025-05-24 09:20:29,purchase,341.0,session_105_2
462,105,2025-05-29 22:52:00,visit,,session_105_3
463,105,2025-05-29 22:53:37,view_product,262.0,session_105_3
