order_id,user_id,order_time,product_id,quantity,revenue
146,390,2025-02-02 01:22:02,496,1,31539.91
147,391,2025-04-02 10:57:57,448,1,18494.26
148,393,2025-03-20 02:31:48,373,1,4993.75
149,396,2025-06-02 03:14:03,106,1,4353.63
150,399,2025-03-08 17:11:14,450,1,7501.43
151,404,2025-04-19 21:48:44,284,1,10670.32
152,406,2025-05-20 15:15:58,289,1,116522.54
153,412,2025-01-26 05:29:06,400,1,24109.01
154,413,2025-04-26 14:10:37,448,2,36988.52
155,415,2025-04-30 10:16:44,302,2,77553.1
156,416,2025-02-07 15:49:36,423,1,19615.97
157,418,2025-03-02 23:00:11,282,3,3339.9
158,426,2025-04-18 20:48:58,278,2,25853.4
159,426,2025-05-05 12:03:27,434,2,188449.34
160,426,2025-05-27 04:40:37,193,2,66056.82
161,429,2025-04-25 05:21:56,244,1,3774.78
162,431,2025-06-15 09:51:24,180,1,22619.63
163,433,2025-02-05 18:10:35,367,2,11491.14
164,434,2025-05-10 05:30:22,14,2,7805.74
165,435,2025-01-17 23:39:03,193,1,33028.41
166,443,2025-02-17 12:37:33,93,2,11548.06
167,445,2025-05-09 08:54:11,7,2,2817.88
168,448,2025-01-16 08:32:47,311,1,90815.28
169,450,2025-05-11 11:57:51,327,1,8222.53
170,451,2025-05-29 03:30:54,460,1,41328.67
171,460,2025-02-16 10:12:37,341,1,4466.97
172,460,2025-03-04 16:21:04,325,1,13982.87
173,462,2025-03-18 06:23:59,363,1,38026.37
174,464,2025-05-12 19:38:32,100,1,17574.95
175,469,2025-05-26 06:09:59,219,1,2535.54
176,470,2025-01-18 06:44:50,137,1,47310.53
177,471,2025-01-03 05:23:56,390,1,3926.05
178,473,2025-05-01 23:22:31,12,1,10398.85
179,474,2025-04-23 05:15:52,373,1,4993.75
180,477,2025-05-01 23:42:24,399,1,17727.09
181,485,2025-06-23 19:34:19,378,1,15995.17
182,487,2025-05-04 07:33:01,55,2,48059.02
183,488,2025-03-04 08:27:53,136,1,2438.57
184,492,2025-04-16 23:44:16,80,2,248248.7
185,501,2025-06-08 14:14:36,212,1,105203.42
186,504,2025-05-10 15:57:38,493,1,17276.96
187,511,2025-01-22 00:24:35,185,1,12990.29
188,513,2025-04-21 20:45:18,320,2,67121.52
189,515,2025-02-25 05:09:59,305,1,2454.31
190,529,2025-06-25 23:36:49,256,1,547.58
191,531,2025-06-25 01:14:51,59,2,86933.94
192,535,2025-04-16 04:35:03,29,2,147676.4
193,538,2025-01-12 04:00:29,412,1,2747.39
194,542,2025-01-27 22:03:24,411,1,2755.99
195,544,2025-02-27 01:12:16,436,1,18344.93
196,545,2025-02-04 03:49:22,38,1,12400.94
197,546,2025-05-25 11:11:35,280,1,16802.32
198,547,2025-04-18 01:03:13,473,2,2148.98
199,548,2025-04-25 07:20:13,249,1,2728.95
200,550,2025-04-05 13:12:20,286,3,9569.94
201,553,2025-01-25 20:37:42,204,1,3831.25
202,553,2025-02-07 23:16:15,119,1,9009.08
203,554,2025-02-02 22:59:13,357,1,136130.58
204,559,2025-05-04 01:11:25,262,1,37057.19
205,560,2025-01-07 13:30:20,22,1,12590.38
206,565,2025-02-10 18:02:25,290,1,4390.34
207,566,2025-04-01 19:32:57,171,2,30188.74
208,566,2025-04-08 13:24:38,470,1,1252.58
209,567,2025-01-26 19:57:41,206,1,23007.56
210,569,2025-03-23 12:39:16,211,2,62017.4
211,582,2025-04-10 17:20:58,108,3,15812.49
212,585,2025-06-24 01:16:19,126,1,15953.08
213,586,2025-06-22 05:09:32,392,1,3931.31
214,586,2025-06-29 01:32:50,315,1,33862.07
215,597,2025-02-07 01:45:19,488,1,32780.58
216,597,2025-02-10 12:30:37,254,1,16059.76
217,601,2025-02-11 22:01:30,150,2,39612.3
218,602,2025-05-27 03:21:12,333,1,4180.46
219,605,2025-06-01 12:58:41,130,1,16268.89
220,615,2025-06-05 15:57:02,117,1,1496.44
221,616,2025-05-17 14:38:59,74,1,24393.36
222,618,2025-03-17 06:03:02,436,3,55034.79
223,620,2025-01-15 13:34:57,433,1,10765.07
224,622,2025-04-05 19:00:04,371,3,70642.59
225,622,2025-04-19 14:03:19,364,1,4874.98
226,624,2025-02-08 02:44:36,145,1,5753.8
227,628,2025-03-16 03:00:50,94,1,9377.5
228,628,2025-03-24 14:49:20,418,1,16621.38
229,631,2025-06-04 22:47:21,305,1,2454.31
230,632,2025-06-20 02:49:57,108,1,5270.83
231,635,2025-01-05 22:46:55,16,1,4159.96
232,636,2025-05-23 04:06:42,119,1,9009.08
233,637,2025-03-05 18:34:13,296,3,324382.23
234,639,2025-03-27 19:13:08,39,1,19720.04
235,642,2025-01-17 19:16:28,275,1,3307.48
236,648,2025-03-22 23:35:04,456,1,19874.65
237,653,2025-01-13 03:16:38,309,1,2510.1
238,656,2025-02-27 18:09:53,373,2,9987.5
239,656,2025-03-17 16:19:02,73,1,3184.93
240,656,2025-03-21 19:50:18,62,1,20430.08
241,660,2025-01-26 22:29:18,32,2,14552.24
242,662,2025-05-03 16:27:50,391,1,7481.06
243,662,2025-05-16 07:01:10,374,1,10459.29
244,663,2025-04-21 02:20:01,45,2,50192.32
245,665,2025-05-25 02:02:24,411,1,2755.99
246,669,2025-05-01 23:13:32,374,1,10459.29
247,675,2025-02-13 09:49:38,281,1,8575.04
248,676,2025-02-19 04:23:17,475,1,11694.47
249,676,2025-02-27 23:49:41,171,1,15094.37
250,681,2025-04-15 11:01:27,9,1,6572.8
251,682,2025-06-30 23:25:29,369,1,14392.59
252,685,2025-06-28 08:12:18,397,2,76277.14
253,687,2025-05-28 11:57:41,192,2,66352.8
254,694,2025-05-31 02:51:08,198,1,7794.51
255,698,2025-03-05 05:59:03,172,1,36415.92
256,704,2025-03-21 23:21:29,322,2,10971.04
257,706,2025-03-03 11:33:14,85,1,67271.34
258,716,2025-03-24 06:35:28,466,1,31559.05
259,718,2025-03-29 11:56:48,480,2,70974.98
260,719,2025-05-12 00:46:44,400,1,24109.01
261,721,2025-06-25 13:44:36,71,1,4426.79
262,723,2025-05-14 21:14:12,205,1,14938.64
263,729,2025-01-03 00:04:55,376,1,14562.53
264,735,2025-04-29 04:40:11,28,1,10248.86
265,736,2025-04-29 12:13:35,4,1,110986.96
266,736,2025-05-06 02:30:05,186,3,15248.49
267,740,2025-03-28 14:00:28,104,1,19691.24
268,743,2025-02-14 11:42:29,13,1,2692.52
269,745,2025-04-05 06:47:32,139,1,1008.61
270,746,2025-06-17 09:34:52,37,1,884.45
271,748,2025-06-26 16:10:16,281,1,8575.04
272,753,2025-03-10 20:33:50,236,1,19589.44
273,754,2025-04-12 09:10:31,107,2,23695.14
274,755,2025-05-09 01:12:48,110,1,18441.82
275,765,2025-02-13 13:13:13,245,1,15399.15
276,765,2025-02-16 21:34:31,314,1,6987.52
277,767,2025-02-22 01:08:12,83,1,20559.25
278,768,2025-02-11 02:53:48,296,1,108127.41
279,770,2025-01-12 01:39:14,191,1,36768.02
280,770,2025-01-19 21:48:06,183,1,5734.14
281,770,2025-01-31 19:13:31,358,1,8037.68
282,771,2025-03-03 13:04:29,218,1,94208.34
283,774,2025-06-24 02:37:19,362,1,539.2
284,776,2025-02-05 18:40:50,246,2,8971.84
285,777,2025-04-06 03:10:11,49,1,3584.0
286,778,2025-03-29 02:01:49,180,1,22619.63
287,779,2025-06-23 07:19:16,274,1,21627.09
288,783,2025-06-22 14:54:21,420,1,3770.66
289,784,2025-05-30 07:26:52,259,2,19098.98
290,785,2025-03-27 21:14:08,482,1,24845.6
291,792,2025-01-09 12:52:33,164,1,100669.41
292,792,2025-01-22 23:51:15,471,1,29952.23
293,793,2025-06-29 13:53:40,92,1,3738.51
294,796,2025-06-06 02:37:12,31,2,4443.28
295,801,2025-02-13 16:49:27,55,1,24029.51
296,806,2025-04-04 22:31:35,478,2,75332.7
297,808,2025-06-09 04:59:13,394,1,20682.69
298,812,2025-01-27 22:26:12,135,1,13650.75
299,820,2025-06-10 20:28:21,67,1,3245.55
300,822,2025-05-30 17:33:56,174,2,5874.68
301,824,2025-03-28 07:09:55,350,1,4462.47
302,825,2025-05-15 03:28:12,224,2,29106.26
303,832,2025-06-27 12:11:32,32,1,7276.12
304,835,2025-06-25 01:47:40,53,1,67150.12
305,836,2025-02-17 03:10:45,51,1,10465.17
306,837,2025-05-26 14:03:10,359,1,7693.07
307,840,2025-04-01 15:09:00,29,1,73838.2
308,847,2025-05-29 10:27:38,7,1,1408.94
309,847,2025-06-08 22:56:54,391,1,7481.06
310,848,2025-06-04 16:58:18,39,1,19720.04
311,852,2025-02-23 15:15:43,475,1,11694.47
312,852,2025-03-15 13:00:44,451,1,6674.43
313,852,2025-03-30 05:54:17,52,1,4983.11
314,857,2025-03-17 00:10:36,128,1,7580.95
315,861,2025-03-18 10:24:24,142,1,10287.19
316,867,2025-02-28 13:12:41,178,1,122025.22
317,868,2025-03-16 06:31:17,295,1,13255.4
318,872,2025-03-10 08:43:23,205,2,29877.28
319,873,2025-01-20 06:06:52,403,2,50781.24
320,874,2025-03-29 16:59:22,409,1,6296.47
321,876,2025-03-13 12:23:44,500,2,202351.1
322,878,2025-04-06 09:31:34,465,3,52287.54
323,882,2025-06-18 00:31:47,432,1,16557.1
324,883,2025-03-24 15:50:04,361,2,27971.36
325,884,2025-03-24 02:59:16,368,1,49977.44
326,897,2025-03-23 23:59:16,229,1,30697.88
327,899,2025-06-19 02:37:45,83,1,20559.25
328,903,2025-06-12 19:44:58,496,1,31539.91
329,905,2025-04-15 12:52:04,314,1,6987.52
330,906,2025-06-02 06:56:58,400,1,24109.01
331,906,2025-06-19 02:24:22,24,1,1604.34
332,906,2025-06-26 02:47:20,28,1,10248.86
333,907,2025-06-21 11:13:59,240,1,29634.73
334,908,2025-04-20 22:59:54,460,1,41328.67
335,908,2025-05-03 12:00:17,311,1,90815.28
336,909,2025-06-13 08:13:40,387,2,57708.72
337,910,2025-05-07 15:03:31,487,1,17124.6
338,912,2025-02-13 17:12:54,478,1,37666.35
339,916,2025-04-12 09:54:57,213,1,14323.4
340,918,2025-01-06 21:55:57,35,1,3087.93
341,920,2025-03-10 06:48:39,455,1,3164.97
342,922,2025-05-13 15:15:19,243,1,2252.58
343,923,2025-06-07 18:54:29,271,1,35581.83
344,923,2025-06-21 16:27:31,319,1,29688.49
345,933,2025-01-09 05:02:36,243,1,2252.58
346,935,2025-04-01 19:32:02,388,1,37608.5
347,937,2025-04-27 18:20:49,23,1,24086.36
348,938,2025-05-10 20:01:59,258,3,13752.54
349,938,2025-05-25 09:20:00,354,2,27786.1
350,938,2025-05-31 17:52:07,177,1,6007.88
351,942,2025-03-26 11:15:06,157,1,103545.76
352,944,2025-06-18 02:08:54,353,2,29219.22
353,946,2025-03-02 13:24:00,80,1,124124.35
354,949,2025-04-08 00:33:04,270,1,514.56
355,954,2025-03-10 07:05:34,479,2,34124.1
356,962,2025-02-21 12:12:24,382,1,17566.23
357,964,2025-01-16 02:09:52,138,2,13441.82
358,964,2025-01-30 07:11:29,381,2,18953.84
359,966,2025-01-12 21:41:33,25,1,2943.92
360,968,2025-04-16 17:41:04,484,2,185827.88
361,969,2025-02-02 17:08:16,168,2,19009.64
362,971,2025-03-20 05:16:29,187,3,130026.93
363,976,2025-01-27 22:34:29,331,1,10724.43
364,978,2025-01-21 11:22:22,399,2,35454.18
365,987,2025-04-09 02:13:23,456,1,19874.65
366,989,2025-01-23 00:47:38,443,1,19089.94
367,990,2025-04-26 12:39:29,198,1,7794.51
368,990,2025-05-08 23:11:52,409,2,12592.94
369,993,2025-06-07 10:40:11,272,1,11789.2
370,996,2025-03-20 18:35:15,346,1,14000.92
371,999,2025-05-20 01:08:28,19,2,5540.18
372,1000,2025-05-29 06:48:40,286,1,3189.98
373,1000,2025-06-03 11:06:08,103,1,42328.61
374,1001,2025-06-16 18:47:23,235,2,84034.4
375,1001,2025-06-21 02:39:57,158,1,2196.76
376,1003,2025-06-04 13:16:55,19,1,2770.09
377,1004,2025-06-16 04:28:33,221,1,14298.27
378,1006,2025-03-05 19:14:49,10,1,3952.37
379,1008,2025-04-30 01:34:21,100,1,17574.95
380,1014,2025-03-21 16:27:38,137,1,47310.53
381,1019,2025-05-02 11:29:48,330,1,3233.01
382,1021,2025-06-20 02:36:46,434,1,94224.67
383,1021,2025-06-29 11:20:37,138,1,6720.91
384,1024,2025-01-20 14:05:07,138,2,13441.82
385,1025,2025-05-23 05:50:11,353,2,29219.22
386,1034,2025-05-07 12:15:14,130,1,16268.89
387,1035,2025-06-04 04:38:22,317,1,2354.88
388,1038,2025-05-03 13:19:18,138,1,6720.91
389,1039,2025-03-28 17:38:24,274,1,21627.09
390,1042,2025-01-14 06:09:35,345,2,48492.4
391,1047,2025-06-17 21:12:50,391,2,14962.12
392,1054,2025-05-18 19:37:02,228,2,18880.22
393,1055,2025-06-26 21:33:53,434,1,94224.67
394,1056,2025-06-24 03:36:54,173,1,3095.58
395,1057,2025-04-07 21:14:44,394,1,20682.69
396,1060,2025-04-02 18:36:07,13,1,2692.52
397,1062,2025-05-24 09:59:00,205,3,44815.92
398,1064,2025-05-20 08:46:31,81,1,47864.88
399,1066,2025-05-03 08:48:07,45,2,50192.32
400,1066,2025-05-14 01:12:22,227,1,1864.51
401,1067,2025-06-20 02:39:42,92,1,3738.51
402,1072,2025-04-04 00:14:28,171,1,15094.37
403,1076,2025-04-26 13:03:49,307,1,22758.27
404,1076,2025-05-22 09:02:15,308,1,10693.04
405,1077,2025-02-25 10:20:34,46,2,230417.5
406,1077,2025-03-14 15:28:21,384,1,4013.53
407,1081,2025-06-18 04:13:51,185,1,12990.29
408,1084,2025-06-21 16:43:04,288,1,11259.13
409,1085,2025-03-29 17:20:22,381,2,18953.84
410,1085,2025-04-11 18:50:29,328,1,7767.1
411,1088,2025-04-25 05:55:00,496,1,31539.91
412,1089,2025-05-11 16:32:10,382,2,35132.46
413,1090,2025-04-30 21:43:47,232,2,6427.8
414,1098,2025-02-24 02:17:26,450,2,15002.86
415,1100,2025-02-26 04:03:10,377,1,6504.51
416,1100,2025-04-02 13:53:53,120,1,19023.98
417,1101,2025-03-17 03:30:45,142,1,10287.19
418,1102,2025-06-09 21:34:02,458,1,50236.06
419,1107,2025-04-26 05:55:57,97,2,1247.02
420,1109,2025-06-27 04:36:47,311,1,90815.28
421,1119,2025-04-20 10:08:43,20,1,1778.75
422,1121,2025-06-06 16:00:18,284,1,10670.32
423,1122,2025-02-28 09:09:40,248,1,9420.12
424,1122,2025-03-06 19:36:48,262,1,37057.19
425,1122,2025-03-19 19:39:11,307,2,45516.54
426,1124,2025-04-06 23:21:40,370,2,37808.82
427,1126,2025-06-10 22:07:46,122,1,24310.52
428,1128,2025-04-14 09:43:01,333,1,4180.46
429,1129,2025-06-17 13:41:01,238,1,20295.06
430,1133,2025-02-16 02:23:17,227,1,1864.51
431,1137,2025-03-08 04:16:03,408,1,8934.48
432,1137,2025-03-23 03:46:55,333,1,4180.46
433,1138,2025-05-12 21:00:50,371,1,23547.53
434,1138,2025-06-12 10:59:03,156,2,16678.18
435,1140,2025-04-09 21:10:53,347,1,26954.74
436,1141,2025-04-05 01:17:54,492,1,8731.65
437,1149,2025-03-31 00:21:52,52,2,9966.22
438,1149,2025-04-08 17:12:19,298,1,12693.22
439,1151,2025-03-31 04:32:28,428,1,147572.66
440,1152,2025-03-01 20:35:27,419,1,24719.61
441,1154,2025-02-21 00:51:29,428,1,147572.66
442,1155,2025-02-17 10:30:43,366,1,9798.21
443,1157,2025-06-08 13:25:05,93,1,5774.03
444,1159,2025-03-06 10:05:32,437,1,1479.71
445,1166,2025-02-10 00:45:25,469,1,8458.92
446,1169,2025-04-13 03:53:21,279,1,11780.7
447,1172,2025-05-20 06:03:02,469,1,8458.92
448,1173,2025-05-29 23:33:03,402,1,19649.25
449,1174,2025-05-01 20:40:38,372,1,1314.03
450,1178,2025-06-12 18:39:39,451,1,6674.43
451,1179,2025-02-10 07:38:57,393,1,13053.76
452,1181,2025-02-21 00:45:01,429,1,2789.86
453,1181,2025-02-24 01:59:01,229,2,61395.76
454,1182,2025-04-03 12:33:59,77,1,70509.53
455,1183,2025-02-04 16:16:24,255,3,9004.2
456,1185,2025-01-09 20:02:14,245,1,15399.15
457,1194,2025-05-30 09:29:21,402,1,19649.25
458,1195,2025-02-08 22:52:37,499,1,3999.82
459,1205,2025-04-09 01:11:29,486,1,5773.24
460,1213,2025-04-21 04:09:02,435,2,8997.32
461,1213,2025-04-28 15:40:05,320,1,33560.76
462,1216,2025-01-30 03:10:20,470,1,1252.58
463,1216,2025-02-08 07:30:33,234,1,69647.59
464,1218,2025-04-18 03:24:20,173,1,3095.58
465,1220,2025-04-26 14:54:26,379,2,59510.28
466,1221,2025-05-03 11:31:13,242,2,18570.78
467,1223,2025-01-18 10:31:14,369,1,14392.59
468,1228,2025-03-01 21:43:28,444,1,148248.16
469,1229,2025-01-29 09:30:54,165,1,1732.53
470,1231,2025-01-31 15:26:54,256,2,1095.16
471,1234,2025-03-22 17:07:57,183,1,5734.14
472,1235,2025-05-01 06:07:15,150,1,19806.15
473,1238,2025-05-04 14:24:34,461,1,5690.14
474,1238,2025-05-26 01:04:15,457,1,32494.5
475,1242,2025-03-22 00:28:17,458,2,100472.12
476,1243,2025-04-05 04:53:57,216,1,43283.26
477,1243,2025-04-18 15:22:35,206,1,23007.56
478,1244,2025-06-29 08:10:37,292,1,9786.76
479,1245,2025-04-03 04:30:41,395,1,30745.93
480,1248,2025-05-09 11:37:05,361,1,13985.68
481,1249,2025-03-26 20:59:32,195,1,17742.05
482,1251,2025-05-16 10:10:41,168,1,9504.82
483,1252,2025-05-09 20:03:47,8,1,2149.22
484,1255,2025-06-29 10:24:35,342,2,22577.58
485,1256,2025-02-08 07:56:10,144,2,42271.54
486,1257,2025-06-05 19:39:04,486,1,5773.24
487,1270,2025-01-14 14:27:45,376,3,43687.59
488,1270,2025-02-03 20:04:04,468,3,424734.93
489,1272,2025-04-01 12:12:26,177,1,6007.88
490,1276,2025-03-05 11:38:11,96,2,2803.18
491,1278,2025-02-28 18:45:31,178,2,244050.44
492,1280,2025-05-19 08:23:45,226,3,4381.02
493,1281,2025-03-08 04:59:32,122,1,24310.52
494,1284,2025-04-13 18:16:17,245,1,15399.15
495,1287,2025-03-15 15:18:14,299,1,9185.44
496,1291,2025-06-04 15:47:37,289,1,116522.54
497,1292,2025-05-05 02:30:22,262,1,37057.19
498,1296,2025-02-15 13:10:43,16,1,4159.96
499,1296,2025-03-10 05:03:07,377,1,6504.51
500,1302,2025-01-29 13:03:19,81,1,47864.88
501,1306,2025-02-14 23:21:33,98,2,25166.1
502,1306,2025-02-20 21:23:34,349,1,12041.93
503,1318,2025-04-10 02:34:29,319,1,29688.49
504,1318,2025-04-15 13:35:43,427,1,4312.66
505,1322,2025-03-04 15:48:59,488,1,32780.58
506,1326,2025-04-08 18:26:31,242,1,9285.39
507,1330,2025-02-19 02:01:05,46,1,115208.75
508,1332,2025-01-09 14:43:35,40,1,1173.14
509,1333,2025-06-29 02:16:38,201,1,13102.72
510,1334,2025-03-25 22:04:45,422,1,8047.95
511,1334,2025-04-04 04:14:14,404,1,13845.68
512,1338,2025-02-25 12:53:36,387,2,57708.72
513,1346,2025-05-02 14:11:08,193,2,66056.82
514,1356,2025-03-04 01:31:56,297,1,17729.74
515,1357,2025-04-25 23:30:07,373,1,4993.75
516,1357,2025-05-12 11:58:16,47,1,6372.46
517,1358,2025-05-10 19:23:35,303,1,1454.24
518,1358,2025-05-22 00:51:30,272,2,23578.4
519,1360,2025-03-28 01:31:32,490,2,25480.08
520,1363,2025-02-19 12:48:12,309,1,2510.1
521,1364,2025-05-17 00:05:11,160,3,41479.59
522,1373,2025-03-31 09:40:48,290,1,4390.34
523,1375,2025-05-14 18:58:50,395,1,30745.93
524,1375,2025-06-03 01:04:46,190,3,81951.3
525,1378,2025-02-04 08:54:59,374,2,20918.58
526,1378,2025-02-23 23:05:37,177,2,12015.76
527,1379,2025-03-07 23:41:25,362,1,539.2
528,1382,2025-04-21 15:19:47,287,1,5328.56
529,1383,2025-02-26 15:50:46,347,1,26954.74
530,1384,2025-05-10 11:12:39,408,3,26803.44
