user_id,registration_date,country,device,traffic_source
151,2025-02-21,Armenia,desktop,paid_search
152,2025-01-28,Russia,mobile,social
153,2025-02-17,Kazakhstan,mobile,social
154,2025-05-25,Russia,mobile,organic
155,2025-04-20,Russia,mobile,social
156,2025-04-15,Russia,mobile,email
157,2025-02-21,Kazakhstan,mobile,paid_search
158,2025-05-26,Russia,mobile,organic
159,2025-04-24,Russia,tablet,social
160,2025-03-25,Russia,desktop,direct
161,2025-06-24,Russia,mobile,paid_search
162,2025-04-24,Kazakhstan,desktop,referral
163,2025-03-19,Russia,desktop,social
164,2025-03-12,Russia,mobile,organic
165,2025-02-12,Russia,mobile,paid_search
166,2025-01-27,Russia,mobile,organic
167,2025-04-09,Russia,mobile,social
168,2025-04-06,Russia,mobile,social
169,2025-01-18,Russia,desktop,organic
170,2025-05-27,Russia,mobile,paid_search
171,2025-01-10,Russia,mobile,direct
172,2025-06-17,Russia,desktop,direct
173,2025-01-22,Russia,mobile,organic
174,2025-01-30,Russia,tablet,paid_search
175,2025-05-02,Russia,desktop,email
176,2025-02-01,Kazakhstan,tablet,organic
177,2025-06-03,Russia,mobile,organic
178,2025-05-13,Russia,mobile,organic
179,2025-03-23,Russia,desktop,organic
180,2025-04-26,Russia,desktop,organic
181,2025-01-13,Belarus,tablet,organic
182,2025-03-16,Russia,mobile,email
183,2025-03-16,Georgia,mobile,email
184,2025-04-26,Russia,desktop,social
185,2025-04-01,Russia,desktop,direct
186,2025-04-13,Russia,mobile,referral
187,2025-02-18,Kazakhstan,mobile,paid_search
188,2025-04-18,Russia,mobile,paid_search
189,2025-06-17,Belarus,desktop,organic
190,2025-01-03,Georgia,desktop,direct
191,2025-05-13,Kazakhstan,mobile,email
192,2025-05-20,Georgia,mobile,direct
193,2025-01-23,Russia,mobile,paid_search
194,2025-05-13,Kazakhstan,mobile,direct
195,2025-06-21,Belarus,mobile,direct
196,2025-04-15,Russia,mobile,social
197,2025-05-26,Russia,mobile,direct
198,2025-02-21,Russia,mobile,direct
199,2025-05-30,Russia,desktop,email
200,2025-05-05,Russia,mobile,referral
201,2025-03-08,Russia,desktop,paid_search
202,2025-01-22,Kazakhstan,desktop,social
203,2025-02-26,Russia,desktop,organic
204,2025-03-26,Russia,desktop,paid_search
205,2025-01-31,Russia,mobile,social
206,2025-03-30,Russia,desktop,paid_search
207,2025-01-01,Kazakhstan,mobile,organic
208,2025-05-21,Russia,mobile,organic
209,2025-06-20,Russia,desktop,organic
210,2025-05-20,Russia,mobile,email
211,2025-02-21,Georgia,mobile,organic
212,2025-04-08,Russia,mobile,organic
213,2025-05-28,Russia,mobile,social
214,2025-02-04,Russia,tablet,social
215,2025-04-09,Russia,mobile,direct
216,2025-06-27,Russia,desktop,social
217,2025-01-21,Russia,mobile,organic
218,2025-06-19,Russia,tablet,paid_search
219,2025-05-02,Belarus,mobile,organic
220,2025-02-27,Russia,mobile,organic
221,2025-06-13,Russia,mobile,referral
222,2025-05-05,Russia,desktop,social
223,2025-04-09,Kazakhstan,mobile,social
224,2025-04-29,Russia,mobile,direct
225,2025-02-08,Georgia,mobile,social
226,2025-01-30,Russia,desktop,referral
227,2025-03-14,Russia,mobile,email
228,2025-05-29,Russia,mobile,organic
229,2025-02-01,Russia,mobile,social
230,2025-04-15,Russia,mobile,email
231,2025-06-01,Kazakhstan,mobile,email
232,2025-06-29,Armenia,desktop,social
233,2025-04-13,Russia,tablet,paid_search
234,2025-06-28,Russia,desktop,referral
235,2025-01-01,Belarus,mobile,organic
236,2025-04-27,Russia,desktop,social
237,2025-03-04,Russia,mobile,email
238,2025-04-05,Russia,tablet,social
239,2025-01-04,Russia,mobile,organic
240,2025-01-22,Russia,mobile,organic
241,2025-03-12,Russia,tablet,direct
242,2025-06-20,Russia,tablet,referral
243,2025-06-11,Russia,mobile,organic
244,2025-06-06,Kazakhstan,mobile,email
245,2025-03-01,Armenia,mobile,social
246,2025-02-16,Russia,mobile,organic
247,2025-01-12,Russia,mobile,email
248,2025-02-16,Belarus,mobile,email
249,2025-06-20,Russia,tablet,direct
250,2025-04-21,Russia,mobile,paid_search
251,2025-01-16,Russia,tablet,paid_search
252,2025-01-17,Russia,tablet,email
253,2025-05-23,Russia,mobile,organic
254,2025-04-05,Russia,desktop,social
255,2025-06-08,Kazakhstan,mobile,social
256,2025-01-14,Armenia,mobile,email
257,2025-05-28,Russia,tablet,social
258,2025-04-14,Russia,mobile,social
259,2025-05-29,Russia,mobile,referral
260,2025-01-25,Armenia,mobile,organic
261,2025-01-25,Belarus,mobile,email
262,2025-05-09,Russia,mobile,direct
263,2025-04-03,Georgia,mobile,social
264,2025-04-17,Russia,tablet,social
265,2025-02-02,Belarus,desktop,organic
266,2025-02-21,Kazakhstan,mobile,referral
267,2025-04-13,Russia,desktop,organic
268,2025-06-19,Russia,mobile,referral
269,2025-04-28,Russia,mobile,social
270,2025-03-24,Russia,mobile,social
271,2025-02-11,Russia,mobile,organic
272,2025-04-15,Russia,mobile,organic
273,2025-05-27,Kazakhstan,mobile,email
274,2025-05-22,Kazakhstan,desktop,paid_search
275,2025-05-14,Russia,desktop,referral
276,2025-02-09,Russia,mobile,social
277,2025-05-19,Russia,desktop,direct
278,2025-03-02,Russia,mobile,paid_search
279,2025-03-19,Kazakhstan,mobile,email
280,2025-05-11,Russia,mobile,referral
281,2025-05-07,Russia,desktop,social
282,2025-03-14,Belarus,desktop,direct
283,2025-03-27,Russia,mobile,email
284,2025-06-24,Kazakhstan,desktop,organic
285,2025-04-11,Russia,desktop,referral
286,2025-03-29,Georgia,desktop,paid_search
287,2025-01-24,Russia,desktop,direct
288,2025-02-18,Russia,desktop,referral
289,2025-02-13,Russia,desktop,organic
290,2025-01-13,Russia,mobile,social
291,2025-03-07,Russia,desktop,organic
292,2025-01-05,Russia,desktop,social
293,2025-04-25,Russia,tablet,organic
294,2025-04-18,Russia,mobile,organic
295,2025-02-14,Russia,desktop,referral
296,2025-04-25,Russia,mobile,paid_search
297,2025-02-12,Russia,mobile,social
298,2025-01-02,Russia,mobile,direct
299,2025-01-14,Russia,mobile,paid_search
300,2025-05-18,Russia,mobile,social
301,2025-05-03,Georgia,mobile,referral
302,2025-01-12,Russia,mobile,social
303,2025-02-14,Russia,desktop,organic
304,2025-01-14,Russia,mobile,referral
305,2025-06-25,Russia,desktop,social
306,2025-01-07,Russia,desktop,social
307,2025-06-16,Russia,desktop,email
308,2025-03-06,Belarus,desktop,referral
309,2025-01-14,Russia,mobile,paid_search
310,2025-04-10,Russia,desktop,organic
311,2025-02-16,Russia,desktop,organic
312,2025-02-24,Russia,mobile,referral
313,2025-05-10,Russia,tablet,direct
314,2025-04-05,Russia,desktop,paid_search
315,2025-02-11,Belarus,desktop,paid_search
316,2025-04-15,Russia,tablet,organic
317,2025-01-26,Georgia,desktop,email
318,2025-05-21,Georgia,tablet,direct
319,2025-06-21,Russia,desktop,organic
320,2025-04-21,Russia,mobile,email
321,2025-04-22,Russia,mobile,direct
322,2025-04-02,Georgia,mobile,organic
323,2025-02-17,Russia,desktop,social
324,2025-06-02,Armenia,mobile,organic
325,2025-04-02,Belarus,tablet,paid_search
326,2025-06-06,Russia,mobile,referral
327,2025-03-21,Russia,mobile,organic
328,2025-02-06,Armenia,mobile,paid_search
329,2025-01-19,Russia,desktop,referral
330,2025-01-19,Russia,desktop,organic
331,2025-05-08,Russia,mobile,paid_search
332,2025-03-25,Russia,tablet,organic
333,2025-03-10,Russia,mobile,referral
334,2025-03-24,Belarus,mobile,email
335,2025-03-21,Russia,tablet,paid_search
336,2025-04-01,Russia,mobile,organic
337,2025-06-17,Belarus,mobile,email
338,2025-05-22,Russia,mobile,organic
339,2025-01-11,Kazakhstan,mobile,organic
340,2025-05-11,Russia,mobile,direct
341,2025-05-07,Russia,mobile,direct
342,2025-05-06,Russia,mobile,referral
343,2025-01-20,Russia,desktop,organic
344,2025-01-12,Russia,mobile,organic
345,2025-03-20,Russia,mobile,organic
346,2025-05-22,Kazakhstan,mobile,paid_search
347,2025-03-07,Russia,mobile,email
348,2025-06-05,Russia,desktop,paid_search
349,2025-06-17,Kazakhstan,mobile,organic
350,2025-01-22,Russia,tablet,organic
351,2025-02-18,Kazakhstan,desktop,social
352,2025-02-07,Russia,tablet,organic
353,2025-02-06,Russia,mobile,email
354,2025-04-15,Russia,tablet,organic
355,2025-03-29,Russia,desktop,organic
356,2025-01-28,Russia,desktop,social
357,2025-03-23,Russia,tablet,social
358,2025-02-05,Russia,desktop,organic
359,2025-02-24,Kazakhstan,desktop,email
360,2025-03-31,Kazakhstan,desktop,organic
361,2025-02-18,Russia,mobile,paid_search
362,2025-06-19,Russia,mobile,organic
363,2025-06-29,Russia,desktop,paid_search
364,2025-01-15,Russia,tablet,organic
365,2025-03-28,Belarus,mobile,organic
366,2025-06-06,Kazakhstan,desktop,social
367,2025-06-17,Russia,mobile,paid_search
368,2025-06-16,Russia,mobile,email
369,2025-04-17,Kazakhstan,desktop,email
370,2025-01-20,Georgia,desktop,paid_search
371,2025-01-10,Russia,mobile,email
372,2025-05-07,Russia,mobile,direct
373,2025-04-15,Russia,desktop,social
374,2025-06-12,Belarus,desktop,referral
375,2025-01-03,Belarus,desktop,social
376,2025-01-19,Russia,tablet,direct
377,2025-06-29,Russia,mobile,email
378,2025-05-27,Russia,mobile,organic
379,2025-06-14,Belarus,mobile,paid_search
380,2025-02-15,Russia,desktop,organic
381,2025-02-02,Kazakhstan,mobile,paid_search
382,2025-03-20,Russia,mobile,email
383,2025-04-05,Kazakhstan,mobile,organic
384,2025-04-04,Russia,mobile,social
385,2025-02-11,Russia,mobile,email
386,2025-06-17,Russia,mobile,organic
387,2025-03-19,Kazakhstan,mobile,paid_search
388,2025-06-25,Russia,desktop,paid_search
389,2025-01-12,Russia,mobile,paid_search
390,2025-02-01,Russia,mobile,paid_search
391,2025-03-15,Russia,mobile,organic
392,2025-01-01,Russia,mobile,email
393,2025-03-17,Russia,mobile,email
394,2025-02-21,Russia,desktop,direct
395,2025-06-29,Russia,desktop,organic
396,2025-06-02,Russia,tablet,direct
397,2025-06-02,Russia,mobile,email
398,2025-03-30,Russia,mobile,organic
399,2025-02-25,Russia,desktop,social
400,2025-03-24,Belarus,tablet,organic
401,2025-05-16,Belarus,mobile,social
402,2025-05-22,Russia,mobile,paid_search
403,2025-06-02,Russia,mobile,organic
404,2025-04-18,Russia,mobile,social
405,2025-05-09,Armenia,mobile,email
406,2025-05-20,Belarus,desktop,organic
407,2025-04-05,Russia,mobile,social
408,2025-01-31,Kazakhstan,desktop,organic
409,2025-02-06,Kazakhstan,mobile,direct
410,2025-02-27,Kazakhstan,mobile,referral
411,2025-02-12,Russia,desktop,social
412,2025-01-12,Belarus,desktop,organic
413,2025-04-23,Russia,mobile,paid_search
414,2025-05-23,Russia,mobile,social
415,2025-04-16,Russia,mobile,organic
416,2025-01-12,Belarus,mobile,direct
417,2025-05-26,Belarus,desktop,social
418,2025-03-02,Russia,mobile,direct
419,2025-01-12,Armenia,mobile,direct
420,2025-01-10,Russia,mobile,paid_search
421,2025-04-24,Russia,mobile,organic
422,2025-04-03,Armenia,mobile,email
423,2025-04-08,Russia,mobile,organic
424,2025-06-28,Russia,mobile,social
425,2025-06-15,Russia,mobile,organic
426,2025-04-14,Russia,mobile,social
427,2025-01-31,Kazakhstan,desktop,organic
428,2025-01-12,Russia,desktop,organic
429,2025-04-09,Kazakhstan,desktop,referral
430,2025-01-16,Belarus,mobile,social
431,2025-06-15,Russia,mobile,referral
432,2025-02-06,Russia,mobile,social
433,2025-01-14,Armenia,mobile,paid_search
434,2025-04-26,Kazakhstan,desktop,email
435,2025-01-14,Belarus,desktop,email
436,2025-05-12,Russia,desktop,paid_search
437,2025-06-17,Russia,mobile,organic
438,2025-02-15,Russia,tablet,paid_search
439,2025-03-20,Russia,mobile,organic
440,2025-01-24,Belarus,mobile,direct
441,2025-06-22,Belarus,desktop,organic
442,2025-04-21,Russia,desktop,organic
443,2025-02-17,Russia,mobile,direct
444,2025-04-23,Kazakhstan,desktop,organic
445,2025-04-26,Russia,mobile,email
446,2025-01-08,Russia,mobile,organic
447,2025-05-01,Kazakhstan,mobile,social
448,2025-01-16,Russia,desktop,paid_search
449,2025-03-23,Belarus,mobile,referral
450,2025-05-08,Georgia,mobile,organic
451,2025-04-24,Russia,mobile,referral
452,2025-04-20,Belarus,desktop,organic
453,2025-04-12,Russia,desktop,direct
454,2025-03-03,Russia,mobile,direct
455,2025-02-20,Belarus,mobile,direct
456,2025-02-09,Russia,tablet,organic
457,2025-05-11,Russia,tablet,organic
458,2025-05-20,Russia,mobile,organic
459,2025-03-03,Russia,mobile,organic
460,2025-02-16,Georgia,mobile,organic
461,2025-02-21,Armenia,desktop,social
462,2025-03-18,Kazakhstan,mobile,organic
463,2025-01-26,Belarus,desktop,organic
464,2025-05-11,Kazakhstan,mobile,organic
465,2025-05-06,Russia,mobile,direct
466,2025-02-28,Russia,desktop,social
467,2025-03-30,Russia,mobile,paid_search
468,2025-03-03,Russia,mobile,direct
469,2025-05-26,Russia,mobile,referral
470,2025-01-15,Russia,mobile,social
471,2025-01-02,Russia,mobile,paid_search
472,2025-03-30,Russia,mobile,paid_search
473,2025-05-01,Russia,mobile,referral
474,2025-04-20,Russia,mobile,social
475,2025-01-20,Georgia,mobile,paid_search
476,2025-01-15,Russia,desktop,referral
477,2025-04-15,Russia,mobile,direct
478,2025-02-11,Russia,desktop,social
479,2025-04-09,Kazakhstan,desktop,paid_search
480,2025-02-21,Russia,mobile,direct
481,2025-01-26,Russia,desktop,paid_search
482,2025-03-09,Russia,desktop,direct
483,2025-06-21,Russia,desktop,paid_search
484,2025-01-14,Russia,mobile,organic
485,2025-06-20,Russia,tablet,social
486,2025-02-17,Georgia,mobile,organic
487,2025-03-13,Kazakhstan,mobile,paid_search
488,2025-02-25,Kazakhstan,desktop,paid_search
489,2025-01-31,Russia,mobile,direct
490,2025-03-27,Kazakhstan,desktop,paid_search
491,2025-06-11,Georgia,mobile,paid_search
492,2025-04-16,Armenia,mobile,direct
493,2025-05-17,Kazakhstan,mobile,social
494,2025-02-28,Belarus,mobile,paid_search
495,2025-04-29,Russia,desktop,paid_search
496,2025-06-06,Russia,mobile,email
497,2025-05-07,Russia,mobile,direct
498,2025-04-13,Russia,tablet,organic
499,2025-01-02,Georgia,tablet,organic
500,2025-05-10,Russia,mobile,direct
501,2025-06-08,Russia,tablet,organic
502,2025-04-18,Russia,desktop,organic
503,2025-02-28,Russia,desktop,paid_search
504,2025-05-09,Russia,mobile,social
505,2025-01-21,Russia,tablet,paid_search
506,2025-06-20,Kazakhstan,mobile,social
507,2025-01-27,Russia,desktop,organic
508,2025-02-21,Russia,desktop,paid_search
509,2025-01-23,Russia,mobile,organic
510,2025-06-22,Russia,mobile,referral
511,2025-01-21,Russia,tablet,paid_search
512,2025-05-25,Russia,desktop,paid_search
513,2025-04-18,Armenia,mobile,organic
514,2025-01-31,Russia,desktop,paid_search
515,2025-02-22,Russia,mobile,social
516,2025-02-24,Armenia,desktop,email
517,2025-04-28,Armenia,desktop,direct
518,2025-02-10,Russia,mobile,organic
519,2025-05-20,Russia,desktop,organic
520,2025-03-08,Russia,mobile,direct
521,2025-02-09,Russia,desktop,organic
522,2025-05-14,Russia,tablet,email
523,2025-05-04,Russia,desktop,direct
524,2025-06-15,Russia,tablet,social
525,2025-02-21,Russia,desktop,paid_search
526,2025-04-09,Belarus,desktop,social
527,2025-04-05,Russia,tablet,paid_search
528,2025-02-18,Armenia,mobile,organic
529,2025-06-25,Russia,mobile,paid_search
530,2025-06-26,Kazakhstan,mobile,referral
531,2025-06-14,Armenia,desktop,organic
532,2025-01-10,Russia,mobile,organic
533,2025-01-18,Russia,mobile,social
534,2025-05-04,Russia,tablet,organic
535,2025-03-24,Russia,desktop,social
536,2025-06-11,Belarus,mobile,direct
537,2025-02-23,Russia,mobile,social
538,2025-01-09,Russia,desktop,direct
539,2025-01-01,Russia,desktop,paid_search
540,2025-03-06,Russia,mobile,referral
541,2025-05-30,Russia,desktop,email
542,2025-01-26,Russia,mobile,organic
543,2025-05-04,Russia,mobile,organic
544,2025-02-20,Russia,mobile,email
545,2025-02-01,Kazakhstan,desktop,referral
546,2025-05-24,Russia,mobile,social
547,2025-03-27,Russia,mobile,organic
548,2025-04-18,Russia,mobile,organic
549,2025-05-18,Russia,desktop,organic
550,2025-03-25,Belarus,mobile,paid_search
551,2025-04-19,Russia,mobile,direct
552,2025-01-02,Russia,mobile,paid_search
553,2025-01-22,Russia,mobile,referral
554,2025-01-15,Russia,tablet,organic
555,2025-06-21,Russia,mobile,paid_search
556,2025-05-15,Armenia,desktop,paid_search
557,2025-06-25,Russia,desktop,paid_search
558,2025-01-29,Armenia,desktop,direct
559,2025-04-16,Russia,mobile,social
560,2025-01-07,Russia,mobile,organic
561,2025-06-12,Russia,desktop,organic
562,2025-03-13,Georgia,desktop,organic
563,2025-04-24,Georgia,mobile,direct
564,2025-04-18,Russia,tablet,direct
565,2025-01-29,Russia,mobile,social
566,2025-03-25,Russia,mobile,paid_search
567,2025-01-25,Russia,mobile,social
568,2025-01-09,Russia,mobile,social
569,2025-03-01,Russia,tablet,email
570,2025-03-12,Russia,mobile,direct
571,2025-06-24,Russia,desktop,organic
572,2025-06-04,Belarus,mobile,email
573,2025-06-17,Georgia,mobile,direct
574,2025-01-08,Kazakhstan,desktop,organic
575,2025-06-24,Russia,tablet,direct
576,2025-03-11,Kazakhstan,mobile,email
577,2025-02-10,Russia,mobile,social
578,2025-05-13,Russia,desktop,organic
579,2025-02-18,Russia,mobile,referral
580,2025-05-10,Russia,mobile,paid_search
581,2025-01-20,Russia,desktop,paid_search
582,2025-03-10,Kazakhstan,tablet,direct
583,2025-06-01,Kazakhstan,mobile,organic
584,2025-04-19,Russia,mobile,email
585,2025-06-21,Russia,mobile,organic
586,2025-06-19,Armenia,mobile,paid_search
587,2025-03-20,Kazakhstan,desktop,social
588,2025-05-01,Russia,desktop,organic
589,2025-05-26,Russia,mobile,organic
590,2025-01-31,Georgia,mobile,organic
591,2025-06-29,Russia,desktop,paid_search
592,2025-02-15,Russia,tablet,direct
593,2025-06-17,Russia,mobile,email
594,2025-02-01,Russia,tablet,direct
595,2025-06-05,Georgia,desktop,organic
596,2025-06-07,Russia,desktop,paid_search
597,2025-02-04,Russia,mobile,paid_search
598,2025-06-21,Russia,mobile,referral
599,2025-03-22,Russia,mobile,social
600,2025-01-05,Russia,mobile,email
601,2025-02-04,Russia,desktop,organic
602,2025-05-24,Russia,desktop,organic
603,2025-06-29,Kazakhstan,mobile,social
604,2025-03-06,Armenia,mobile,referral
605,2025-06-01,Belarus,mobile,organic
606,2025-03-21,Georgia,mobile,social
607,2025-06-05,Armenia,mobile,social
608,2025-05-11,Russia,desktop,referral
609,2025-06-17,Armenia,mobile,direct
610,2025-05-23,Russia,tablet,referral
611,2025-06-07,Russia,mobile,referral
612,2025-02-18,Georgia,tablet,direct
613,2025-02-21,Russia,mobile,organic
614,2025-01-31,Georgia,mobile,referral
615,2025-06-02,Russia,mobile,referral
616,2025-05-17,Belarus,mobile,organic
617,2025-01-21,Russia,mobile,paid_search
618,2025-03-16,Russia,mobile,email
619,2025-06-19,Kazakhstan,mobile,direct
620,2025-01-08,Russia,desktop,direct
621,2025-06-16,Belarus,mobile,organic
622,2025-04-02,Russia,mobile,organic
623,2025-02-13,Russia,mobile,organic
624,2025-02-08,Russia,desktop,referral
625,2025-06-08,Russia,desktop,organic
626,2025-06-28,Russia,desktop,organic
627,2025-03-31,Russia,mobile,paid_search
628,2025-03-09,Russia,desktop,email
629,2025-03-01,Russia,mobile,referral
630,2025-06-09,Russia,desktop,organic
631,2025-06-04,Russia,mobile,email
632,2025-06-19,Russia,mobile,social
633,2025-02-14,Russia,mobile,email
634,2025-02-13,Russia,mobile,direct
635,2025-01-05,Belarus,mobile,paid_search
636,2025-05-09,Kazakhstan,mobile,social
637,2025-02-07,Russia,mobile,social
638,2025-03-19,Russia,mobile,paid_search
639,2025-03-05,Russia,mobile,organic
640,2025-02-24,Russia,mobile,social
641,2025-06-17,Belarus,mobile,social
642,2025-01-14,Russia,mobile,paid_search
643,2025-05-31,Belarus,desktop,paid_search
644,2025-02-24,Belarus,desktop,social
645,2025-03-10,Russia,mobile,organic
646,2025-05-05,Georgia,tablet,organic
647,2025-04-09,Armenia,mobile,paid_search
648,2025-03-19,Kazakhstan,desktop,referral
649,2025-05-12,Russia,mobile,referral
650,2025-06-13,Russia,desktop,referral
651,2025-04-15,Russia,desktop,email
652,2025-03-06,Russia,desktop,paid_search
653,2025-01-06,Russia,mobile,social
654,2025-01-23,Kazakhstan,mobile,organic
655,2025-06-20,Russia,mobile,email
656,2025-02-20,Russia,mobile,direct
657,2025-02-04,Russia,mobile,organic
658,2025-04-23,Armenia,desktop,organic
659,2025-02-21,Belarus,mobile,direct
660,2025-01-08,Armenia,mobile,organic
661,2025-01-22,Russia,mobile,social
662,2025-04-26,Kazakhstan,mobile,email
663,2025-03-26,Russia,mobile,organic
664,2025-03-09,Belarus,mobile,social
665,2025-05-22,Russia,desktop,email
666,2025-06-02,Russia,mobile,email
667,2025-03-02,Russia,mobile,organic
668,2025-03-26,Russia,mobile,paid_search
669,2025-04-28,Russia,tablet,direct
670,2025-04-10,Armenia,desktop,paid_search
671,2025-01-23,Russia,tablet,referral
672,2025-03-16,Russia,desktop,paid_search
673,2025-06-24,Russia,mobile,paid_search
674,2025-04-22,Kazakhstan,mobile,direct
